InvestorID,InvestorName,current_task_index,PrimaryInvestorType,Website,normalized_domain,current_token_company_count,current_source_methods
1167595-12,FusionX Digital,8504,PE/Buyout,www.fusionx.group,fusionx.group,1,company_investor_relation|deal_investor_relation|investor_investment_relation
491705-83,Fusotao,8505,Corporation,www.fusotao.org,fusotao.org,1,company_investor_relation|deal_investor_relation|investor_investment_relation
491764-24,Futo,8507,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
434511-37,Future Fund Ventures,8508,Venture Capital,www.futurefundventures.com,futurefundventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
711623-44,Future Funders VC,8509,Venture Capital,www.futurefunders.vc,futurefunders.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation
170583-67,Future Planet Capital,8510,Venture Capital,www.futureplanetcapital.com,futureplanetcapital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
521525-26,Futurism Labs,8515,VC-Backed Company,www.futurism.finance,futurism.finance,1,company_investor_relation|deal_investor_relation|investor_investment_relation
470456-74,Futurum Capital,8516,Venture Capital,www.futurum.capital,futurum.capital,1,company_investor_relation|deal_investor_relation|investor_investment_relation
165080-08,Fuyo General Lease,8517,Corporation,www.fgl.co.jp,fgl.co.jp,1,company_investor_relation|deal_investor_relation|investor_investment_relation
111937-51,FWH Holdings,8518,Other,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
490968-28,FX trading,8519,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
521983-72,Fxnction,8520,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
498486-79,G. Crypto,8523,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
64419-94,G2O,8527,PE-Backed Company,www.g2o.com,g2o.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
40613-41,G5 Capital,8528,Venture Capital,www.g5capital.com,g5capital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
463300-21,Gabriel Leydon,8532,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
496407-70,Gabriel Olaso,8533,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
529608-97,Gabriel Rebibo,8534,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
541709-56,GaFin,8535,Corporation,www.gafin.io,gafin.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
500022-46,Gagarin Crypto,8536,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
769735-81,Gaia Chainyoda Jedis,8537,PE/Buyout,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
1165980-07,GaiGangs,8539,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
482462-83,Gail Wilson,8540,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
503749-27,Galactic Punks,8543,Corporation,www.galacticpunks.io,galacticpunks.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
495646-66,Game,8549,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
502913-89,Game Dreamer,8550,Corporation,www.gamedreamer.com,gamedreamer.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
503801-29,GameFi Research Lab,8551,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
268246-00,GamerHash,8552,Corporation,www.gamercoin.com,gamercoin.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
510061-96,GamesCoin Group,8553,Corporation,www.gamescoin.io,gamescoin.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
57722-32,GameSparcs,8554,Corporation,www.gamesparcs.com,gamesparcs.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
496518-40,GameZone (NFT),8556,Corporate Development,www.gamezone.io,gamezone.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
518352-67,Gamify Platform,8559,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
460044-37,Garage Capital,8564,Venture Capital,www.garage.vc,garage.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation
228735-37,Gardenia Capital,8565,Venture Capital,www.gardeniacapital.com,gardeniacapital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
470841-49,Gargash Group,8567,Holding Company,www.gargash-group.com,gargash-group.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
731896-30,Garrett Hilbert,8569,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
106560-46,Gary Kremen,8575,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
481421-98,Gary LeBlanc,8576,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
518863-42,Gary Vee,8577,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
606935-17,Gatreon Ventures,8585,Venture Capital,www.gatreonventures.com,gatreonventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
718223-41,Gaurav Mangla,8588,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
500917-24,Gaurav Mehta,8589,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
518509-27,Gautam Seshadri,8590,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
53502-76,GC Biopharma,8594,Corporation,www.gcbiopharma.com,gcbiopharma.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
525610-72,GCI Ventures Pte. Ltd.,8595,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
180486-37,Gcore,8596,VC-Backed Company,www.gcore.com,gcore.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
169774-84,GCR Ratings,8597,Corporation,www.gcrratings.com,gcrratings.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
515852-92,GDA International,8599,Corporation,www.gda.international,gda.international,1,company_investor_relation|deal_investor_relation|investor_investment_relation
542270-17,GEB,8601,VC-Backed Company,www.geb.network,geb.network,1,company_investor_relation|deal_investor_relation|investor_investment_relation
98489-17,Gedik Girisim Sermayesi Yatirim Ortakligi,8602,Venture Capital,hubgsyo.com,hubgsyo.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
489482-38,Geek Carptel,8603,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
720617-77,Gemphire,8608,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
495819-01,Gene Lim,8610,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
503834-05,Gene Vision,8611,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
158421-97,Generate BioVentures,8614,Venture Capital,www.generatebio.com,generatebio.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
126036-82,GenerationS Accelerator,8616,Accelerator/Incubator,en.generation-startup.ru,en.generation-startup.ru,1,company_investor_relation|deal_investor_relation|investor_investment_relation
490803-13,Genesi DAC,8617,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
42493-24,Genesis Capital,8619,Investment Bank,www.genesis-capital.com,genesis-capital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
435912-13,Genesis Capital (Australia),8620,PE/Buyout,www.genesiscapital.com.au,genesiscapital.com.au,1,company_investor_relation|deal_investor_relation|investor_investment_relation
433316-44,Genesis Fund Management,8623,Asset Manager,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
531349-48,Genesis Node Ventures,8624,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
484646-59,Genesis Vault Capital Management,8626,Hedge Fund,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
588942-55,George Boyar,8638,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
533106-46,George Eberstadt,8639,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
466504-12,George Hallam,8640,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
503330-23,George Johnson,8641,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
436281-58,George Ruan,8642,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
528848-65,George Washington University,8644,University,www.gwu.edu,gwu.edu,1,company_investor_relation|deal_investor_relation|investor_investment_relation
608685-85,George Zeng,8645,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
525644-74,Geremy Mustard,8648,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
560282-41,Gerhard Müller,8649,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
115634-53,Germany's Federal Ministry of Economics and Technology,8650,Government,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
459672-76,Gianluca Guerra,8657,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
112837-87,GigaTest Labs,8662,Corporation,www.gigatest.com,gigatest.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
11199-52,Gilo Ventures,8668,Venture Capital,www.giloventures.com,giloventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
106311-25,Giulio Valiante,8672,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
471627-37,GL Ventures,8673,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
101582-47,Global Capital,8678,Venture Capital,www.globalcapventure.com,globalcapventure.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
544607-02,Global Fried Crypto,8680,Venture Capital,www.globalfriedcrypto.com,globalfriedcrypto.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
59692-33,Global Gaming Technologies,8681,Corporation,www.globalgaming.tech,globalgaming.tech,1,company_investor_relation|deal_investor_relation|investor_investment_relation
168181-30,Global Millennial Capital,8683,Venture Capital,www.globalmillennialcapital.com,globalmillennialcapital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
159288-40,Global Sports Entertainment Group,8685,Holding Company,www.gseg.group,gseg.group,1,company_investor_relation|deal_investor_relation|investor_investment_relation
588792-52,Globalstake,8687,VC-Backed Company,www.globalstake.io,globalstake.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
277654-96,Globant Ventures,8689,Corporate Venture Capital,www.globantventures.com,globantventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
434114-20,Globe Advisors Ventures,8691,Venture Capital,www.ga-ventures.com,ga-ventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
124655-86,GLOBE Group,8692,Corporation,www.globe.ca,globe.ca,1,company_investor_relation|deal_investor_relation|investor_investment_relation
601224-40,GM Ventures (VC),8695,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
483985-18,Gobbl,8704,VC-Backed Company,www.gobbl.ai,gobbl.ai,1,company_investor_relation|deal_investor_relation|investor_investment_relation
165117-70,GoFintech Innovation,8706,Asset Manager,www.290.com.hk,290.com.hk,1,company_investor_relation|deal_investor_relation|investor_investment_relation
494117-65,Goinfluencer,8708,VC-Backed Company,www.goinfluencer.io,goinfluencer.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
762984-73,Golden Carrot Capital,8712,Venture Capital,www.gc.capital,gc.capital,1,company_investor_relation|deal_investor_relation|investor_investment_relation
503800-84,Golden Island Club,8715,Angel Group,www.golden-island.net,golden-island.net,1,company_investor_relation|deal_investor_relation|investor_investment_relation
608255-29,GOLDEN TRAIL INVESTMENTS LIMITED,8716,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
54736-48,GoldenTree Capital,8718,PE/Buyout,www.gtcapitalinc.com,gtcapitalinc.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
295232-32,Goldfingr,8719,VC-Backed Company,www.goldfingr.io,goldfingr.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
483511-15,Goldhouse Capital,8721,Venture Capital,www.goldhousecapital.cn/cn/index.html,goldhousecapital.cn,1,company_investor_relation|deal_investor_relation|investor_investment_relation
529857-46,Goldman Startups,8723,Corporation,www.goldmanstartups.com,goldmanstartups.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
228237-94,Good AI Capital,8726,Venture Capital,www.goodai.capital,goodai.capital,1,company_investor_relation|deal_investor_relation|investor_investment_relation
433981-00,Gorun Energy,8735,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
494625-25,GoSwapp,8736,Corporation,goswapp.io,goswapp.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
1168916-23,GOUT Technologies,8737,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
537904-27,Governance Partners,8738,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
98455-78,Government of Spain,8739,Government,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
287978-41,Grace Fan,8742,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
471022-48,Grant for the Web,8748,Other,www.grantfortheweb.org,grantfortheweb.org,1,company_investor_relation|deal_investor_relation|investor_investment_relation
459713-26,Grant Wheeler,8749,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
597724-84,Grantland OG,8750,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
496158-58,Graphene Labs,8753,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
489661-57,Gravitas International,8754,Corporation,www.gravitas.international,gravitas.international,1,company_investor_relation|deal_investor_relation|investor_investment_relation
266923-36,Gravity Group (California),8756,Accelerator/Incubator,www.gravity.group,gravity.group,1,company_investor_relation|deal_investor_relation|investor_investment_relation
119355-85,Gravity Venture Capital (China),8757,Venture Capital,gravity-vc.com,gravity-vc.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
51477-76,Gravity Ventures,8758,Venture Capital,www.gravityventures.com,gravityventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
233656-84,Grays Peak Capital,8760,Asset Manager,www.grayspeakcapital.com,grayspeakcapital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
443110-15,Great China International Group,8763,Corporation,www.gciig.com,gciig.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
718295-77,Green Arrow Adventures,8766,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
85108-42,Green Arrow Capital,8767,Asset Manager,www.greenarrow-capital.com,greenarrow-capital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
231362-11,Green Cross Hong Kong Holdings,8768,Corporation,www.greencrosschina.com,greencrosschina.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
168055-12,GreenHouse Capital,8771,Corporate Venture Capital,www.greenhouse.capital,greenhouse.capital,1,company_investor_relation|deal_investor_relation|investor_investment_relation
231236-92,Greyhound Capital,8780,Growth/Expansion,www.greyhoundcapital.com,greyhoundcapital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
266130-10,Grit Ventures.,8786,Venture Capital,www.gritvc.com,gritvc.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
501108-94,Groom Investment,8787,PE/Buyout,groominvest.co.kr,groominvest.co.kr,1,company_investor_relation|deal_investor_relation|investor_investment_relation
490820-41,Grooo International,8788,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
500743-18,Groundbrake Ventures,8789,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
301010-95,GroundBreak Ventures,8790,Venture Capital,www.groundbreakventures.com,groundbreakventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
163708-84,Grupo Ahorro Corporación,8793,Corporation,www.ahorrocorporacion.com,ahorrocorporacion.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
497434-33,GSR Matrix Fund,8797,Venture Capital,www.gsrmatrix.vc,gsrmatrix.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation
495553-06,GT Capital (Blockchain),8799,Venture Capital,gtcapitalinvestments.com,gtcapitalinvestments.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
59573-71,GT Capital Holdings,8800,Holding Company,www.gtcapital.com.ph,gtcapital.com.ph,1,company_investor_relation|deal_investor_relation|investor_investment_relation
512406-01,GTSP HOLDINGS,8804,Venture Capital,www.nikatech.net,nikatech.net,1,company_investor_relation|deal_investor_relation|investor_investment_relation
527539-15,Guanxi DAO,8807,Other,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
523199-44,Guillaume Gerry,8810,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
135925-48,Guillemot Ventures,8811,Venture Capital,www.guillemotventures.com,guillemotventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
541152-01,Guled Yousuf,8813,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
459639-91,Guo Hongcai,8815,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
516207-88,Guofu Innovation,8817,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
596227-96,Gus Lee,8819,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
509373-73,h c lab,8825,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
471803-86,HAECHI,8834,VC-Backed Company,www.haechi.io,haechi.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
438794-20,Haiwei Fund,8836,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
188020-18,Half Court Ventures,8839,Venture Capital,www.halfcourt.vc,halfcourt.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation
315523-36,Hall of Fame Resort & Entertainment,8840,Holding Company,www.hofvillage.com,hofvillage.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
484322-41,Halsey Minor,8843,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
221542-75,Hammer Team,8847,Family Office,hammerteam.com,hammerteam.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
510787-00,Hamzah Khan,8849,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
268238-17,Hana Ventures,8852,Corporate Venture Capital,www.hanaventures.co.kr,hanaventures.co.kr,1,company_investor_relation|deal_investor_relation|investor_investment_relation
472102-48,Hand of Midas,8853,Real Estate,www.hofminvestments.com,hofminvestments.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
607283-20,Hand of Midas (LA),8854,Family Office,www.handofmidas.la,handofmidas.la,1,company_investor_relation|deal_investor_relation|investor_investment_relation
231550-12,Handsome Capital,8856,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
265074-94,Hangzhou Qinhua Investment,8857,Corporate Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
314683-30,HanjianFinance,8858,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
343734-04,Hanjie Xu,8859,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
461990-26,Hannah Grey Ventures,8860,Venture Capital,www.hannahgrey.com,hannahgrey.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
509315-41,Hans(wo)men Group,8862,Venture Capital,hansmengroup.com,hansmengroup.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
56120-95,Hansa,8863,Corporation,www.hansa.de,hansa.de,1,company_investor_relation|deal_investor_relation|investor_investment_relation
343594-90,Hanwha Systems,8867,Corporation,www.hanwhasystems.com,hanwhasystems.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
156038-59,HaoYue Capital,8869,Investment Bank,www.healthcarecapital.com.cn,healthcarecapital.com.cn,1,company_investor_relation|deal_investor_relation|investor_investment_relation
507303-28,Harbinger,8871,VC-Backed Company,www.harbingermotors.com,harbingermotors.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
111360-34,Harbour Island,8872,Other,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
1167114-07,Hardbank,8873,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
496596-43,Hardi Meybaum,8874,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
467933-68,Hardlymountain Capital,8875,Venture Capital,www.hardlymountain.com,hardlymountain.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
503707-06,Harmony (Investors),8877,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
597724-66,Harrison Leggio,8879,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
442975-06,Harshit Agrawal,8882,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
495819-55,Hart Family Trust,8883,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
490717-09,HashEx,8889,VC-Backed Company,www.hashex.org,hashex.org,1,company_investor_relation|deal_investor_relation|investor_investment_relation
503384-14,Hashigo VC,8892,Venture Capital,www.hashigo.vc,hashigo.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation
638688-25,Hashkey x TON Accelerator,8894,Accelerator/Incubator,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
443157-67,Hashstreet VC,8897,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
101670-94,Hatcher+,8902,Venture Capital,hq.hatcher.com,hq.hatcher.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
490163-68,Hatu Sheikh,8904,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
218234-35,Haut Et Court Distribution,8906,Corporation,www.hautetcourt.com,hautetcourt.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
472206-34,Hawktail,8909,Venture Capital,hawktail.com,hawktail.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
128386-00,Hawkwood Capital,8910,Asset Manager,www.hawkwoodllp.com,hawkwoodllp.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
521542-45,HC Ventures,8915,Corporate Venture Capital,www.hcventures.fi,hcventures.fi,1,company_investor_relation|deal_investor_relation|investor_investment_relation
1131382-90,Health Innovation North West Coast,8921,Accelerator/Incubator,healthinnovationnwc.nhs.uk,healthinnovationnwc.nhs.uk,1,company_investor_relation|deal_investor_relation|investor_investment_relation
503057-44,Heat Capital,8924,Corporation,www.heat-capital.com,heat-capital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
144806-14,HECO,8926,Corporation,www.hecoinc.com,hecoinc.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
186539-59,Hedef Girisim Sermayesi Yatırım Ortaklıgı,8927,Corporate Venture Capital,www.hedefgirisim.com.tr,hedefgirisim.com.tr,1,company_investor_relation|deal_investor_relation|investor_investment_relation
495415-54,HedgeDAO,8929,Accelerator/Incubator,hedgespur.com,hedgespur.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
845231-14,hedgedhog hedgedhog,8930,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
438794-65,Hedwig Fund,8933,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
106059-70,Heiko Hubertz,8934,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
180190-54,Heliconia Capital,8936,PE/Buyout,www.heliconiacapital.com,heliconiacapital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
510814-90,Helion Ventures,8938,Venture Capital,www.helion-ventures.com,helion-ventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
503938-45,Helix (Crypto),8941,Corporation,www.helix-crypto.com,helix-crypto.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
495613-54,HEMMA Group,8943,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
533070-46,Henrik Aslaksen,8945,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
697129-03,Henry Love,8948,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
150986-08,Henry Shi,8950,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
893818-63,Hern Kim,8955,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
608166-73,Hero.io,8957,Corporation,www.hero.io,hero.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
459205-21,HeroCraft,8958,VC-Backed Company,www.herocraft.com,herocraft.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
509226-58,Heroes of NFT,8959,VC-Backed Company,www.heroesofnft.com,heroesofnft.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
484726-96,Herschel Beahm,8960,Angel (individual),www.beahmiv,beahmiv,1,company_investor_relation|deal_investor_relation|investor_investment_relation
496565-56,HFund,8964,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
818986-96,HGEN DAO,8965,Venture Capital,www.hgendao.io,hgendao.io,1,company_investor_relation|deal_investor_relation|investor_investment_relation
102013-75,High Goal,8972,VC-Backed Company,highgoalgin.com,highgoalgin.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
11867-23,Highland Capital Partners,8974,Venture Capital,www.hcp.com,hcp.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
521613-28,Hikari Mitsushima,8975,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
497858-05,Hingsdaul Capital,8981,Venture Capital,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
522044-83,Hirokado Kohji,8983,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
535583-62,"HISCo Co., Ltd.",8986,VC-Backed Company,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
228705-04,Hitco Entertainment,8987,PE-Backed Company,www.hitcomusic.com,hitcomusic.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
534452-23,Hitech Ventures,8988,Venture Capital,www.hitechventures.net,hitechventures.net,1,company_investor_relation|deal_investor_relation|investor_investment_relation
459911-71,Hive Capital,8989,Fundless Sponsor,www.hivecapital.us,hivecapital.us,1,company_investor_relation|deal_investor_relation|investor_investment_relation
471865-87,Hive Hatch,8991,Venture Capital,www.hivehatch.com,hivehatch.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
519497-47,HKICEx,8995,Corporation,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
126455-32,HNW Angel,8998,Angel Group,,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
62217-55,Hobbit,9000,Corporation,www.hobbitinvest.com,hobbitinvest.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
596501-83,Hoko,9004,Corporation,www.hokoworld.com,hokoworld.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
509378-50,Holders Capital,9005,Angel Group,www.holderscapital.ventures,holderscapital.ventures,1,company_investor_relation|deal_investor_relation|investor_investment_relation
535038-85,Holdstation,9007,VC-Backed Company,www.holdstation.com,holdstation.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
125619-13,Holger Sprengel,9009,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
230379-85,Holley Group,9010,Corporation,www.holley.cn,holley.cn,1,company_investor_relation|deal_investor_relation|investor_investment_relation
433744-30,Hong Kong Ginkgo Capital,9016,Venture Capital,www.ginkgo.hk,ginkgo.hk,1,company_investor_relation|deal_investor_relation|investor_investment_relation
99774-19,Hong Kong Trade Development Council,9017,Government,www.hktdc.com,hktdc.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
287972-92,Hong Yu,9019,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
454392-28,Hongsheng Investment Management,9023,Venture Capital,www.hudson-capital.com,hudson-capital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
607856-68,Hongyi Labs,9024,Corporation,www.hongyilab.com,hongyilab.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
