InvestorID,InvestorName,current_task_index,PrimaryInvestorType,Website,normalized_domain,current_token_company_count,current_source_methods
521696-89,Wayra Brazil,5328,Corporate Venture Capital,br.wayra.com,br.wayra.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
512425-45,Wolf (Clothing),5330,Accelerator/Incubator,www.wolfnyc.com,wolfnyc.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation
166613-05,Yevgeny Medvednikov,5334,Angel (individual),,,1,company_investor_relation|deal_investor_relation|investor_investment_relation
465437-35,Yieldly,5335,VC-Backed Company,www.ynft.club,ynft.club,1,company_investor_relation|deal_investor_relation|investor_investment_relation
488976-40,Serpentine Ventures,5341,Venture Capital,www.serpentine.vc,serpentine.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
61438-87,Swisscom Ventures,5342,Corporate Venture Capital,ventures.swisscom.com,ventures.swisscom.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
64458-01,La Poste Groupe,5344,PE-Backed Company,www.lapostegroupe.com,lapostegroupe.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
458267-86,3ig Ventures,5347,Venture Capital,www.3igventures.com,3igventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
436683-34,ACV Capital,5351,Venture Capital,www.acv.vc,acv.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
106896-61,Aeon Group (Miami),5354,Growth/Expansion,site.aeonx.app,site.aeonx.app,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
14144-32,Almaz Capital,5357,Venture Capital,www.almazcapital.com,almazcapital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
53919-91,Amplify.LA,5361,Venture Capital,www.amplify.la,amplify.la,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
438594-22,AnD Ventures,5363,Venture Capital,www.and-ventures.com,and-ventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
61224-94,Angel Ventures Mexico,5365,Venture Capital,www.angelventures.vc,angelventures.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
56199-61,AngelVest Group,5366,Angel Group,www.angelvestgroup.com,angelvestgroup.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
82045-72,ANRI,5367,Venture Capital,www.anri.vc,anri.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
234114-22,Apis Capital Management,5368,Asset Manager,www.apiscapitalfunds.com,apiscapitalfunds.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
10032-04,Arsenal Capital Partners,5371,PE/Buyout,www.arsenalcapital.com,arsenalcapital.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
107889-58,Astarc Ventures,5374,Corporate Venture Capital,www.astarcventures.com,astarcventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
497518-48,Atlas Capital (UAE),5376,Venture Capital,www.atlascapital.org,atlascapital.org,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
150267-97,Azur Innovation Management,5382,Venture Capital,www.azurinnov.com,azurinnov.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
95746-42,BANSEA,5383,Angel Group,www.bansea.org,bansea.org,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
434887-84,Basis Vectors,5385,PE/Buyout,www.basisvectors.com,basisvectors.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
63489-61,Bertelsmann Asia Investments,5388,Corporate Venture Capital,www.baifund.com,baifund.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
166128-22,Bombora Investment Management,5393,Growth/Expansion,www.bomboragroup.com.au,bomboragroup.com.au,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
55018-00,Brainstorm Ventures,5397,Venture Capital,www.brainstorm.vc,brainstorm.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
437712-22,Bridge Alliance Partners,5398,Venture Capital,www.bapvc.com,bapvc.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
58218-49,Canoe Financial,5402,Asset Manager,www.canoefinancial.com,canoefinancial.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
162825-67,Cantos Ventures,5403,Venture Capital,www.cantos.vc,cantos.vc,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
223417-90,Capital Lab Ventures,5405,Venture Capital,capitallab-ventures.com,capitallab-ventures.com,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
463412-35,Centre Street Partners,5409,Venture Capital,www.centrestreet.partners,centrestreet.partners,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation
