InvestorID,InvestorName,delta_status,in_current_list,in_rule_b_list,current_task_index,rule_b_task_index,current_token_company_count,rule_b_company_count,current_source_methods,rule_b_source_methods,PrimaryInvestorType,Website,normalized_domain
458417-71,Destiny (Financial Software),rule_b_only_added,no,yes,,5893,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.destiny.xyz,destiny.xyz
51249-34,DFJ Growth,rule_b_only_added,no,yes,,4118,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,dfjgrowth.com,dfjgrowth.com
453348-19,Diode Capital,rule_b_only_added,no,yes,,5942,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.diode.vc,diode.vc
747973-36,Diogo Costa,rule_b_only_added,no,yes,,5943,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
54079-75,DNX Ventures,rule_b_only_added,no,yes,,4120,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.dnx.vc,dnx.vc
40850-11,Docomo Innovations,rule_b_only_added,no,yes,,5965,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.docomoinnovations.com,docomoinnovations.com
459973-72,Dominik Vacikar,rule_b_only_added,no,yes,,3886,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
267554-17,Dragon Capital (California),rule_b_only_added,no,yes,,5987,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.dragoncapital.vc,dragoncapital.vc
458037-46,Drew Volpe,rule_b_only_added,no,yes,,5995,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
506775-43,DT Unicorn Fund,rule_b_only_added,no,yes,,6000,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.dtunicornfund.com,dtunicornfund.com
115122-79,Duncan Niederauer,rule_b_only_added,no,yes,,6009,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
442688-41,Duro Ventures,rule_b_only_added,no,yes,,6011,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.duro.vc,duro.vc
149035-96,eChai Ventures,rule_b_only_added,no,yes,,6032,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,echai.ventures,echai.ventures
106635-52,Ed Park,rule_b_only_added,no,yes,,6040,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
56221-21,EIV Capital,rule_b_only_added,no,yes,,6061,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,PE/Buyout,www.eivcapital.com,eivcapital.com
56126-71,Element Capital Management,rule_b_only_added,no,yes,,4126,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Hedge Fund,www.elementcapital.com,elementcapital.com
58855-33,Elevator Fund,rule_b_only_added,no,yes,,6070,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.elevatorfund.com,elevatorfund.com
58878-46,Emirates International Investment,rule_b_only_added,no,yes,,6098,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.eiic.ae,eiic.ae
493222-15,EmPOWERED to Serve Business Accelerator,rule_b_only_added,no,yes,,6103,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.empoweredtoserve.org/en/business-accelerator-program,empoweredtoserve.org
53823-34,Endeavor Global,rule_b_only_added,no,yes,,10318,,1,,fund_investment_relation,Venture Capital,www.endeavor.org,endeavor.org
436799-98,Engine (Accelerator),rule_b_only_added,no,yes,,6110,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.theiaengine.com,theiaengine.com
229908-97,Enzyme Finance,rule_b_only_added,no,yes,,6119,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.enzyme.finance,enzyme.finance
11331-91,EPIC Ventures,rule_b_only_added,no,yes,,4128,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.epicvc.com,epicvc.com
548030-17,Equestrus,rule_b_only_added,no,yes,,6125,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,equestrus.com,equestrus.com
225266-41,Equity Investment Group,rule_b_only_added,no,yes,,6128,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Family Office,www.equityinvestmentgroup.com,equityinvestmentgroup.com
442439-65,Eric Feldman,rule_b_only_added,no,yes,,6136,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
105928-30,Eric Hahn,rule_b_only_added,no,yes,,6137,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
466487-20,Eric Weingarten,rule_b_only_added,no,yes,,6144,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
234148-96,Ericsenz Capital,rule_b_only_added,no,yes,,4129,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,PE/Buyout,www.ericsenzcapital.com,ericsenzcapital.com
166057-03,ES Investor,rule_b_only_added,no,yes,,6153,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.esinvestor.com,esinvestor.com
107179-12,Eudaimonia Capital,rule_b_only_added,no,yes,,6170,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Family Office,www.eudaimoniacapital.com,eudaimoniacapital.com
494586-28,Eviny Ventures,rule_b_only_added,no,yes,,6193,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporate Venture Capital,ventures.eviny.no,ventures.eviny.no
52869-52,Excell Partners,rule_b_only_added,no,yes,,3804,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.excellny.com,excellny.com
180890-20,Expanding Capital,rule_b_only_added,no,yes,,4131,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.xcap.vc,xcap.vc
467813-71,Fabio Pezzotti,rule_b_only_added,no,yes,,6218,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
756584-11,Family Office of Tommy Mai,rule_b_only_added,no,yes,,6233,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Family Office,,
438243-40,FCJ Venture Builder,rule_b_only_added,no,yes,,6247,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.fcjventurebuilder.com,fcjventurebuilder.com
762666-49,Feisty Collective by Path,rule_b_only_added,no,yes,,6253,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,,
224040-97,Felix Shpilman,rule_b_only_added,no,yes,,6256,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
121246-30,Feng Li,rule_b_only_added,no,yes,,6259,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
515209-78,FHJ Singapore,rule_b_only_added,no,yes,,6269,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
148592-44,Finventure Capital,rule_b_only_added,no,yes,,6293,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel Group,,
434326-42,Firework Ventures,rule_b_only_added,no,yes,,3894,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.firework.vc,firework.vc
464291-74,First Rice Capital,rule_b_only_added,no,yes,,6301,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.firstricecapital.com,firstricecapital.com
64885-60,First Star Ventures,rule_b_only_added,no,yes,,3805,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.firststar.vc,firststar.vc
10235-08,Fiserv,rule_b_only_added,no,yes,,6303,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.fiserv.com,fiserv.com
11187-91,Five Stones Investment Group,rule_b_only_added,no,yes,,6304,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Asset Manager,www.fsig.com,fsig.com
460275-94,Flex Capital,rule_b_only_added,no,yes,,6307,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.flexcapital.com,flexcapital.com
185410-54,Focus Opportunity Fund,rule_b_only_added,no,yes,,4139,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Growth/Expansion,www.focusopportunity.com,focusopportunity.com
11148-67,Focus Ventures,rule_b_only_added,no,yes,,10319,,1,,fund_investment_relation,Venture Capital,www.focusventures.com,focusventures.com
86996-26,Founders Network,rule_b_only_added,no,yes,,6347,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.foundersnetwork.com,foundersnetwork.com
96084-82,FP Angels,rule_b_only_added,no,yes,,6352,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel Group,fpangels.com,fpangels.com
232355-26,Fractal ID,rule_b_only_added,no,yes,,6354,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,web.fractal.id,web.fractal.id
530180-29,Friedom Partners,rule_b_only_added,no,yes,,6373,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Growth/Expansion,www.friedompartners.com,friedompartners.com
469375-66,Frontline One Capital,rule_b_only_added,no,yes,,3898,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.fl1capital.com,fl1capital.com
265303-27,Fuel Accelerator,rule_b_only_added,no,yes,,6381,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.fuelaccelerator.com,fuelaccelerator.com
64007-56,Fueled (New York),rule_b_only_added,no,yes,,6383,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,PE-Backed Company,www.fueled.com,fueled.com
182300-23,FundingBox Accelerator,rule_b_only_added,no,yes,,6390,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,fundingbox.com,fundingbox.com
60999-49,G.N. Tech Venture Capital,rule_b_only_added,no,yes,,6405,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gntechvc.co.kr,gntechvc.co.kr
616445-11,Gajesh Naik,rule_b_only_added,no,yes,,6414,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
464324-32,Garrett MacDonald,rule_b_only_added,no,yes,,6434,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
112841-29,Gaurav Burman,rule_b_only_added,no,yes,,6447,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
515517-04,gC Incubation,rule_b_only_added,no,yes,,6452,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,,
498254-77,Genaxis (Korea),rule_b_only_added,no,yes,,6463,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.genaxis.co.kr,genaxis.co.kr
497948-77,GenCap Management,rule_b_only_added,no,yes,,6464,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gencapmgt.com,gencapmgt.com
56105-92,gener8tor,rule_b_only_added,no,yes,,6465,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.gener8tor.com,gener8tor.com
528735-70,GEODNET,rule_b_only_added,no,yes,,6479,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.geodnet.com,geodnet.com
503343-19,Geoff Rosenberg,rule_b_only_added,no,yes,,6481,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
467969-50,GHC Capital,rule_b_only_added,no,yes,,3085,,2,,company_investor_relation|deal_investor_relation|investor_investment_relation,PE/Buyout,www.ghc-capital.com,ghc-capital.com
168819-94,GHR Investments,rule_b_only_added,no,yes,,6500,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
277701-04,Gigi Levi-Weiss,rule_b_only_added,no,yes,,6505,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
522930-07,Global Venture Management,rule_b_only_added,no,yes,,6521,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.globalventuremanagement.com,globalventuremanagement.com
468975-34,Globaleye Ventures,rule_b_only_added,no,yes,,3904,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,globaleye.ventures,globaleye.ventures
55694-08,GMO Venture Partners,rule_b_only_added,no,yes,,4149,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Corporate Venture Capital,www.gmo-vp.com,gmo-vp.com
466579-99,Goanna Capital,rule_b_only_added,no,yes,,6537,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,PE/Buyout,www.goannacapital.com,goannacapital.com
470070-55,GoldenCoin TS,rule_b_only_added,no,yes,,6548,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Other,,
56877-76,Goldman Sachs Growth Equity,rule_b_only_added,no,yes,,2562,,2,,company_investor_relation|deal_investor_relation|investor_investment_relation,Growth/Expansion,www.growth.gs.com,growth.gs.com
112051-72,Government of Finland,rule_b_only_added,no,yes,,3905,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Government,,
462878-38,Greenbird Capital,rule_b_only_added,no,yes,,4152,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Growth/Expansion,www.mygreenbird.com,mygreenbird.com
509369-68,Gregory Rocco,rule_b_only_added,no,yes,,6588,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
496441-54,Grey Elephant Solutions,rule_b_only_added,no,yes,,6589,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.greyelephant.solutions,greyelephant.solutions
513249-58,Greyhill Ventures,rule_b_only_added,no,yes,,6591,,1,,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.greyhill.vc,greyhill.vc
