InvestorID,InvestorName,delta_status,in_current_list,in_rule_b_list,current_task_index,rule_b_task_index,current_token_company_count,rule_b_company_count,current_source_methods,rule_b_source_methods,PrimaryInvestorType,Website,normalized_domain
471151-90,Galxe,intersection,yes,yes,1025,1512,12,5,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.galxe.com,galxe.com
638101-18,Gam3Girl Ventures,intersection,yes,yes,1932,2663,5,2,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.gam3girl.ventures,gam3girl.ventures
439278-94,GAM3S.GG Platform,intersection,yes,yes,793,1013,16,8,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.gam3s.gg,gam3s.gg
522417-52,Game7,intersection,yes,yes,2017,6422,5,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,game7.io,game7.io
484557-31,GameChangers,intersection,yes,yes,4079,6423,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,,
493513-21,GameFi guilds YGG SEA,intersection,yes,yes,2018,6424,5,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
494805-34,GameFi Ventures,intersection,yes,yes,1423,1314,8,6,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,gamefiventures.com,gamefiventures.com
483724-27,Gamefi.org,intersection,yes,yes,1196,1763,10,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.gamefi.org,gamefi.org
454669-57,Gamegroove Capital,intersection,yes,yes,5181,3902,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,gamegroove.vc,gamegroove.vc
491293-90,GameMine Capital,intersection,yes,yes,2019,3073,5,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gmc.capital,gmc.capital
464393-44,Gamerforce Ventures,intersection,yes,yes,5464,4146,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.gamerforce.ventures,gamerforce.ventures
493955-83,Gamestation,intersection,yes,yes,1757,3074,6,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.gamestation.io,gamestation.io
502709-86,GamesUp42 Group,intersection,yes,yes,8555,6425,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.gamesup42.com,gamesup42.com
491492-80,GameSwift,intersection,yes,yes,2921,3075,3,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.gameswift.io,gameswift.io
503066-71,Gami,intersection,yes,yes,8557,6426,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.gamiworld.io,gamiworld.io
661384-18,Gami Capital,intersection,yes,yes,4081,2235,2,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gami.capital,gami.capital
496075-78,GamiFi,intersection,yes,yes,8558,6427,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.gamifi.gg,gamifi.gg
493550-92,Ganas Ventures,intersection,yes,yes,5037,3806,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.ganas.vc,ganas.vc
167023-54,Gandel Invest,intersection,yes,yes,1758,1764,6,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Family Office,www.gandelinvest.com,gandelinvest.com
510677-02,Ganesan Swaminathan,intersection,yes,yes,8560,6428,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
518515-21,Ganesh Kompella,intersection,yes,yes,8561,6429,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
482466-79,Ganesh Swami,intersection,yes,yes,2362,1765,4,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
454844-17,Ganeshram Gunalan,intersection,yes,yes,8562,6430,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
125632-27,Ganexa Capital,intersection,yes,yes,8563,6431,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel Group,ganexacapital.com,ganexacapital.com
61279-39,Gaorong Ventures,intersection,yes,yes,1926,2057,5,3,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.gaorongvc.com,gaorongvc.com
590305-69,Gareth Fenney,intersection,yes,yes,8566,6432,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
596294-92,Garlam Won,intersection,yes,yes,8568,6433,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
432563-59,Garrett Temple,intersection,yes,yes,8570,6435,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
496736-83,Garrette Furo,intersection,yes,yes,8571,6436,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
608022-55,Garrison Yang,intersection,yes,yes,8572,6437,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
105890-77,Garry Tan,intersection,yes,yes,8573,3755,1,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
435717-64,Gary Gigot,intersection,yes,yes,8574,6438,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
106060-33,Gary Vaynerchuk,intersection,yes,yes,1703,1456,6,5,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Angel (individual),www.garyvaynerchuk.com,garyvaynerchuk.com
436159-63,Gate Capital Group,intersection,yes,yes,8578,6439,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Hedge Fund,www.gatecapitalgroup.com,gatecapitalgroup.com
437685-49,Gate Technology,intersection,yes,yes,67,79,96,58,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.gate.com,gate.com
496014-58,Gate Ventures (Gate.io),intersection,yes,yes,186,191,50,32,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporate Venture Capital,ventures.gate.io,ventures.gate.io
465643-63,Gate.io Labs,intersection,yes,yes,161,155,54,37,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,,
489224-53,GateCap Ventures,intersection,yes,yes,1937,3076,5,2,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gatecapventures.com,gatecapventures.com
11551-42,Gates Foundation,intersection,yes,yes,8579,6440,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Not-For-Profit Venture Capital,www.gatesfoundation.org,gatesfoundation.org
503375-86,Gateway (Financial Services),intersection,yes,yes,8580,6441,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.gateway.fm,gateway.fm
459458-38,Gateway Capital Partners (Milwaukee),intersection,yes,yes,8581,6442,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gwaycapital.com,gwaycapital.com
133207-48,Gateway Incubator,intersection,yes,yes,8582,6443,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.gtwy.co,gtwy.co
231812-83,Gateway Ventures,intersection,yes,yes,8583,6444,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gateway.ventures,gateway.ventures
436805-92,Gateway49,intersection,yes,yes,4082,3077,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.gateway49.com,gateway49.com
753267-79,Gatis Eglītis,intersection,yes,yes,8584,6445,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
235781-38,Gauntlet,intersection,yes,yes,8586,6446,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.gauntlet.xyz,gauntlet.xyz
124841-98,Gaurav Kachhawa,intersection,yes,yes,8587,6448,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
528244-39,Gavin Birch,intersection,yes,yes,8591,6449,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
969675-85,Gavin Guo,intersection,yes,yes,8592,6450,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
489321-73,Gavin Wood,intersection,yes,yes,1759,1146,6,7,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
460077-13,Gayo Capital,intersection,yes,yes,8593,6451,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Impact Investing,www.gayo.capital,gayo.capital
122270-68,gBETA,intersection,yes,yes,2923,3078,3,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,gbetastartups.com,gbetastartups.com
266527-27,GBM Global Holding,intersection,yes,yes,706,1014,18,8,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.bitmart.com,bitmart.com
462605-50,GBV Capital,intersection,yes,yes,14,18,181,105,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,gbv.capital,gbv.capital
53698-51,GC Capital,intersection,yes,yes,4083,3079,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,PE/Buyout,www.gc-cap.com,gc-cap.com
56252-44,GC Venture Fellows,intersection,yes,yes,2657,2024,3,3,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,,
185891-41,GC VR Gaming Tracker Fund,intersection,yes,yes,3471,2622,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,,
265545-37,GD1,intersection,yes,yes,2212,2623,4,2,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.gd1.vc,gd1.vc
433928-44,GDA Capital,intersection,yes,yes,566,863,22,10,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Merchant Banking Firm,gda.group,gda.group
522447-22,GDA Fund,intersection,yes,yes,8598,6453,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
491250-97,GDA Investments,intersection,yes,yes,234,394,43,20,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gda.investments,gda.investments
149807-44,GDP Venture,intersection,yes,yes,8600,6454,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.gdpventure.com,gdpventure.com
106807-51,Geek Founders,intersection,yes,yes,8604,6455,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.geekfounders.com,geekfounders.com
231096-07,Geekbeans Capital,intersection,yes,yes,1197,1513,10,5,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,jd.vc,jd.vc
496743-22,GeekCartel,intersection,yes,yes,533,468,23,17,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.geekcartel.org,geekcartel.org
438143-41,GEM Capital,intersection,yes,yes,4084,6456,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gem.capital,gem.capital
621846-46,Gemhead Capital,intersection,yes,yes,187,236,50,28,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gemhead.capital,gemhead.capital
498000-43,GemHive DAO,intersection,yes,yes,8605,6457,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Other,,
483801-58,Gemini Frontier Fund,intersection,yes,yes,794,653,16,13,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporate Venture Capital,,
11201-86,Gemini Investors,intersection,yes,yes,8606,6458,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,PE/Buyout,www.gemini-investors.com,gemini-investors.com
107666-29,Gemini Space Station,intersection,yes,yes,4086,6459,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.gemini.com,gemini.com
572109-94,Gemini Venture Partners,intersection,yes,yes,8607,6460,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.geminiventurepartners.com,geminiventurepartners.com
481547-98,GEMS Capital,intersection,yes,yes,4087,6461,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,PE/Buyout,www.gemscapital.com,gemscapital.com
484091-11,GemsLab Ventures,intersection,yes,yes,338,843,34,10,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gemslab.ventures,gemslab.ventures
607742-92,GenAI Fund,intersection,yes,yes,8609,6462,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,genaifund.ai,genaifund.ai
232193-35,Genblock Capital,intersection,yes,yes,23,29,159,95,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,genblock.capital,genblock.capital
10123-03,General Catalyst,intersection,yes,yes,810,586,15,14,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.generalcatalyst.com,generalcatalyst.com
467599-60,General Mining Research,intersection,yes,yes,8612,6466,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.gmr.xyz,gmr.xyz
588942-10,Generate (Paris),intersection,yes,yes,8613,6467,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.generate.fr,generate.fr
268814-71,Generation Ventures (Palo Alto),intersection,yes,yes,8615,6468,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.generationvc.com,generationvc.com
535330-63,Generative Ventures,intersection,yes,yes,651,511,19,16,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.genventures.xyz,genventures.xyz
227478-07,Genesia Ventures,intersection,yes,yes,5038,3807,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.genesiaventures.com,genesiaventures.com
489551-68,Genesis Accel,intersection,yes,yes,2924,3080,3,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporate Venture Capital,www.genesisaccel.com,genesisaccel.com
267768-73,Genesis Block,intersection,yes,yes,1254,1436,9,5,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.genesisblockchain.io,genesisblockchain.io
453480-49,Genesis Block (Hong Kong),intersection,yes,yes,2925,6469,3,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.genesisblockhk.com,genesisblockhk.com
231417-73,Genesis Block Capital,intersection,yes,yes,2667,2664,3,2,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Hedge Fund,www.genesisblockcapital.com,genesisblockcapital.com
234580-33,Genesis Block Holdings,intersection,yes,yes,2021,3081,5,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.genbvc.com,genbvc.com
489553-84,Genesis Business Humanity,intersection,yes,yes,8618,6470,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Growth/Expansion,www.genesisbh.net,genesisbh.net
230148-73,Genesis Capital (China),intersection,yes,yes,546,844,23,10,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.newgenesiscap.com,newgenesiscap.com
164033-65,Genesis Capital (Hong Kong),intersection,yes,yes,5465,4147,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Growth/Expansion,www.gcfunds.com,gcfunds.com
11197-72,Genesis Capital (Private Equity),intersection,yes,yes,4089,6471,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,PE/Buyout,www.genesis.cz,genesis.cz
592989-58,Genesis Capital (VC),intersection,yes,yes,1026,1514,12,5,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.genesiscapital.vc,genesiscapital.vc
63581-77,Genesis Financial Services Fund,intersection,yes,yes,8621,6472,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Mezzanine,www.genesisfinancialfund.com,genesisfinancialfund.com
521967-70,Genesis Financials,intersection,yes,yes,8622,6473,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
129055-69,Genesis Global Trading,intersection,yes,yes,2363,3082,4,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.genesistrading.com,genesistrading.com
53330-14,Genesis Inventions,intersection,yes,yes,4090,3083,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.genesisinventions.com,genesisinventions.com
465693-22,Genesis One Capital,intersection,yes,yes,8625,6474,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
225521-02,Genesis Ventures,intersection,yes,yes,8627,6475,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.genesisventures.vc,genesisventures.vc
597788-56,Genia Mikhalchenko,intersection,yes,yes,8628,6476,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
277360-12,Genius Fund,intersection,yes,yes,8629,6477,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,PE/Buyout,www.geniusfund.com,geniusfund.com
523127-35,Genius X,intersection,yes,yes,4091,6478,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.genius-x.co,genius-x.co
482628-79,Genopets,intersection,yes,yes,2926,2236,3,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.genopets.me,genopets.me
494813-80,Geoff Renaud,intersection,yes,yes,4092,6480,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
442462-24,Geoffrey Arone,intersection,yes,yes,8630,6482,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
481265-74,Geoffrey Bough,intersection,yes,yes,8631,6483,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
105928-21,Geoffrey Entress,intersection,yes,yes,8632,6484,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
109338-67,Geoffrey Handley,intersection,yes,yes,8633,6485,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
458366-68,Geoffrey Woo,intersection,yes,yes,8634,6486,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
481847-50,Geometry,intersection,yes,yes,8635,6487,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
495605-44,Geometry DAO,intersection,yes,yes,8636,6488,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,,
502835-41,Geometry Ventures,intersection,yes,yes,1893,1634,5,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.geometry.xyz,geometry.xyz
232184-71,Georg Ell,intersection,yes,yes,8637,6489,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
459879-40,George Burke,intersection,yes,yes,1103,919,11,9,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
268754-59,George Lambeth,intersection,yes,yes,1575,1147,7,7,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
432569-62,George Samman,intersection,yes,yes,4093,6490,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
596320-39,George Sammari,intersection,yes,yes,8643,6491,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
551673-73,Georgi Spasov,intersection,yes,yes,8646,6492,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
991068-13,Georgi Zlatarev,intersection,yes,yes,8647,6493,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
539656-12,Georgios Vlachos,intersection,yes,yes,2022,1766,5,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
84656-17,German Accelerator,intersection,yes,yes,2927,3084,3,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.germanaccelerator.com,germanaccelerator.com
225980-56,Gerry Mcclement,intersection,yes,yes,8651,6494,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
484451-83,Gerstenbrot Capital,intersection,yes,yes,1760,2237,6,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Family Office,www.gerstenbrot.com,gerstenbrot.com
569371-96,Gevulot,intersection,yes,yes,8652,6495,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.gevulot.com,gevulot.com
532991-71,Gewan Holding,intersection,yes,yes,8653,6496,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.gewan-holding.com,gewan-holding.com
267204-97,GF Qianhe,intersection,yes,yes,8654,6497,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,qh.gf.com.cn,qh.gf.com.cn
119428-03,GFI,intersection,yes,yes,8655,6498,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
52146-46,GForce Investing,intersection,yes,yes,1027,845,12,10,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gforceinvesting.com,gforceinvesting.com
187856-11,GFR Fund,intersection,yes,yes,2227,1672,4,4,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.gfrfund.com,gfrfund.com
463471-21,GFS Ventures,intersection,yes,yes,308,313,36,24,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporate Venture Capital,www.gfsventure.capital,gfsventure.capital
